Date,i,pi,UNRATE,YLVL,SPREAD,r_real,y_log,x_gap_proxy,x_gap_est,rn_est
2018-11-01,2.2,2.124598297730884,3.8,20304.874,0.69,0.07540170226911602,9.918616234733008,0.11641549331445766,0.14862743997117,-0.07128496985423456
2018-12-01,2.4,1.9825969223167483,3.8,20304.874,0.29000000000000004,0.4174030776832516,9.918616234733008,0.11467891958087328,0.14989571214685218,-0.039843794795701104
2019-01-01,2.4,1.4766332681220184,3.8,20431.641,0.27,0.9233667318779815,9.924840007640276,0.11901914038566197,0.14186097665044342,-0.015079706026048953
2019-02-01,2.4,1.5074423162215744,3.8,20431.641,0.33000000000000007,0.8925576837784255,9.924840007640276,0.11713558828318682,0.13352724776683092,-0.00198614467287693
2019-03-01,2.43,1.865673916713817,3.8,20431.641,0.06000000000000005,0.5643260832861832,9.924840007640276,0.1152520361807099,0.13398306060504822,-5.1065508750209807e-05
2019-04-01,2.45,1.980834757598604,3.8,20602.275,0.1299999999999999,0.4691652424013961,9.933156785573171,0.12160105463487447,0.1392345500789114,-0.005695071252795135
2019-05-01,2.4,1.779974595956002,3.8,20602.275,-0.1599999999999997,0.6200254040439979,9.933156785573171,0.1196332951561434,0.13973840398220017,-0.01792741847213665
2019-06-01,2.4,1.6573840904157144,3.8,20602.275,-0.08000000000000007,0.7426159095842855,9.933156785573171,0.11766553567741234,0.1386303538331561,-0.03866481973454418
2019-07-01,2.4,1.8098542197341416,3.8,20843.322,-0.020000000000000018,0.5901457802658583,9.944788888154081,0.1272621593543093,0.13593516122646887,-0.06968510374035752
2019-08-01,2.13,1.7227168654438962,3.8,20843.322,-0.44999999999999996,0.40728313455610365,9.944788888154081,0.12522668045029484,0.1350092808017328,-0.10999885836704058
2019-09-01,1.9,1.6704673825508998,3.5,20843.322,-0.16000000000000014,0.22953261744910014,9.944788888154081,0.12319120154628393,0.2742245078335446,-0.16157615443811468
2019-10-01,1.58,1.7191119291485535,3.5,20985.448,0.17999999999999994,-0.13911192914855341,9.951584524122135,0.12798432110541746,0.27680204998575764,-0.22178922403026202
2019-11-01,1.56,2.070702599713048,3.5,20985.448,0.21999999999999997,-0.5107025997130479,9.951584524122135,0.1259818046964991,0.28609220901249777,-0.2880521655885655
2019-12-01,1.55,2.2930353112747603,3.6,20985.448,0.3999999999999999,-0.7430353112747603,9.951584524122135,0.1239792882875772,0.24550749746345898,-0.3566829524310468
2020-01-01,1.59,2.566548531176416,3.6,20693.238,-0.010000000000000009,-0.9765485311764157,9.937562259219616,0.10811163676883417,0.2473617020843512,-0.42720757261574904
2020-02-01,1.58,2.3143283045387264,3.6,20693.238,-0.1200000000000001,-0.7343283045387263,9.937562259219616,0.10626625015260771,0.2360031276550684,-0.49832151309894007
2020-03-01,0.08,1.4829891206053603,4.4,20693.238,0.59,-1.4029891206053602,9.937562259219616,0.10442086353638125,-0.17775823142078198,-0.5652531703113701
2020-04-01,0.05,0.3125583212112204,4.4,19056.617,0.55,-0.2625583212112204,9.855169669324486,0.020949736522673845,-0.1472067651560171,-0.6282560893839143
2020-05-01,0.05,0.19800514395234003,4.4,19056.617,0.51,-0.14800514395234005,9.855169669324486,0.019871199404095208,-0.16487232526561266,-0.7006018676254874
2020-06-01,0.08,0.7141005055379956,4.4,19056.617,0.5,-0.6341005055379957,9.855169669324486,0.01879266228551657,-0.16862302205222526,-0.7853231940616484
2020-07-01,0.1,0.9919288416800676,4.4,20548.793,0.4600000000000001,-0.8919288416800676,9.930557483406238,0.09253771807055244,-0.16234584257787452,-0.8790912074299453
